"Step","lively-dream-390 - gamma","lively-dream-390 - gamma__MIN","lively-dream-390 - gamma__MAX"
"372","1.4221289030143194","1.4221289030143194","1.4221289030143194"
"382","1.8051429561206274","1.8051429561206274","1.8051429561206274"
"389","1.2713855973311834","1.2713855973311834","1.2713855973311834"
"397","1.1632068966116225","1.1632068966116225","1.1632068966116225"
"405","1.2144551362310136","1.2144551362310136","1.2144551362310136"
"414","1.0934357047080994","1.0934357047080994","1.0934357047080994"
"425","1.2453016809054784","1.2453016809054784","1.2453016809054784"
"430","1.5089057513645716","1.5089057513645716","1.5089057513645716"
"435","1.8638478006635393","1.8638478006635393","1.8638478006635393"
"455","1.1528759045260293","1.1528759045260293","1.1528759045260293"
"465","1.6088743039539881","1.6088743039539881","1.6088743039539881"
"472","1.4744776913097926","1.4744776913097926","1.4744776913097926"
"477","1.2406996488571167","1.2406996488571167","1.2406996488571167"
"490","1.1458637799535478","1.1458637799535478","1.1458637799535478"
"511","1.4051124879292078","1.4051124879292078","1.4051124879292078"
"515","1.1666210464068822","1.1666210464068822","1.1666210464068822"
"519","1.2336883757795607","1.2336883757795607","1.2336883757795607"
"534","1.2974853302751268","1.2974853302751268","1.2974853302751268"
"549","1.09697910291808","1.09697910291808","1.09697910291808"
"550","1.0783604383468628","1.0783604383468628","1.0783604383468628"
"552","1.1911864919321877","1.1911864919321877","1.1911864919321877"
"568","1.0303276564393724","1.0303276564393724","1.0303276564393724"
"575","1.2435817165034158","1.2435817165034158","1.2435817165034158"
"578","1.4751096282686507","1.4751096282686507","1.4751096282686507"
"585","1.1850803664752416","1.1850803664752416","1.1850803664752416"
"586","1.152741619518825","1.152741619518825","1.152741619518825"
"589","1.0717150505099977","1.0717150505099977","1.0717150505099977"
"595","1.1568355177130019","1.1568355177130019","1.1568355177130019"
"597","0.9614265050206866","0.9614265050206866","0.9614265050206866"
"613","1.4945584450449263","1.4945584450449263","1.4945584450449263"
"646","1.1125891208648682","1.1125891208648682","1.1125891208648682"
"648","1.3264709327902113","1.3264709327902113","1.3264709327902113"
"649","1.2870060290609087","1.2870060290609087","1.2870060290609087"
"651","1.457676214831216","1.457676214831216","1.457676214831216"
"652","1.5114198923110962","1.5114198923110962","1.5114198923110962"
"653","1.5283303473676955","1.5283303473676955","1.5283303473676955"
"663","1.1215016032968248","1.1215016032968248","1.1215016032968248"
"676","1.416008642741612","1.416008642741612","1.416008642741612"
"686","1.2319604754447937","1.2319604754447937","1.2319604754447937"
"703","1.2114991801125663","1.2114991801125663","1.2114991801125663"
"752","1.1790233169283186","1.1790233169283186","1.1790233169283186"
"755","1.2081004764352525","1.2081004764352525","1.2081004764352525"
"763","1.0753897343363081","1.0753897343363081","1.0753897343363081"
"774","1.8270619085856847","1.8270619085856847","1.8270619085856847"
"789","1.246017792395183","1.246017792395183","1.246017792395183"
"802","1.6276489666530065","1.6276489666530065","1.6276489666530065"
"805","1.6100978255271912","1.6100978255271912","1.6100978255271912"
"807","1.5155662425926753","1.5155662425926753","1.5155662425926753"
"813","1.4253249168395996","1.4253249168395996","1.4253249168395996"
"840","1.481460371187755","1.481460371187755","1.481460371187755"
"855","1.3991774320602417","1.3991774320602417","1.3991774320602417"
"882","1.3899696724755424","1.3899696724755424","1.3899696724755424"
"883","1.4859986816133772","1.4859986816133772","1.4859986816133772"
"885","1.393918365240097","1.393918365240097","1.393918365240097"
"886","1.0924754994256156","1.0924754994256156","1.0924754994256156"
"896","1.5229714172227042","1.5229714172227042","1.5229714172227042"
"914","1.1826524904796056","1.1826524904796056","1.1826524904796056"
"922","1.4465274725641524","1.4465274725641524","1.4465274725641524"
"926","1.2275441118649073","1.2275441118649073","1.2275441118649073"
"939","1.3885205047471183","1.3885205047471183","1.3885205047471183"
"948","1.2758233164037978","1.2758233164037978","1.2758233164037978"
"950","1.3857428772108895","1.3857428772108895","1.3857428772108895"
"955","1.2320999375411443","1.2320999375411443","1.2320999375411443"
"962","1.2303659447601862","1.2303659447601862","1.2303659447601862"
"963","1.3496040872165136","1.3496040872165136","1.3496040872165136"
"965","1.2430946018014635","1.2430946018014635","1.2430946018014635"
"972","1.371908119746617","1.371908119746617","1.371908119746617"
"976","1.4589805177279882","1.4589805177279882","1.4589805177279882"
"991","1.436990601675851","1.436990601675851","1.436990601675851"
"997","1.243477727685656","1.243477727685656","1.243477727685656"
"998","1.4514658961977278","1.4514658961977278","1.4514658961977278"
"1001","1.2733632496425085","1.2733632496425085","1.2733632496425085"
"1011","1.1231847746031625","1.1231847746031625","1.1231847746031625"
"1021","1.366719778094973","1.366719778094973","1.366719778094973"
"1026","1.3815537222794123","1.3815537222794123","1.3815537222794123"
"1050","1.2263538113662176","1.2263538113662176","1.2263538113662176"
"1054","1.193719106061118","1.193719106061118","1.193719106061118"
"1063","1.5644677451678686","1.5644677451678686","1.5644677451678686"
"1067","1.2616114914417267","1.2616114914417267","1.2616114914417267"
"1075","1.3947505780628748","1.3947505780628748","1.3947505780628748"
"1085","1.2887139448097773","1.2887139448097773","1.2887139448097773"
"1104","1.2317492621285575","1.2317492621285575","1.2317492621285575"
"1113","1.3899120092391968","1.3899120092391968","1.3899120092391968"
"1121","1.1393832436629705","1.1393832436629705","1.1393832436629705"
"1128","1.309687124831336","1.309687124831336","1.309687124831336"
"1129","1.1708417236804962","1.1708417236804962","1.1708417236804962"
"1131","1.541228779724666","1.541228779724666","1.541228779724666"
"1133","1.34088420016425","1.34088420016425","1.34088420016425"
"1137","1.7222223281860352","1.7222223281860352","1.7222223281860352"
"1143","1.38380509189197","1.38380509189197","1.38380509189197"
"1164","1.4596799654620034","1.4596799654620034","1.4596799654620034"
"1165","1.2388346918991633","1.2388346918991633","1.2388346918991633"
"1168","1.194796621799469","1.194796621799469","1.194796621799469"
"1183","1.4777376396315438","1.4777376396315438","1.4777376396315438"
"1212","1.3612319571631295","1.3612319571631295","1.3612319571631295"
"1217","1.4336839147976466","1.4336839147976466","1.4336839147976466"
"1225","1.424367036138262","1.424367036138262","1.424367036138262"
"1230","1.69454482623509","1.69454482623509","1.69454482623509"
"1233","1.2617616483143397","1.2617616483143397","1.2617616483143397"
"1239","1.4913961121014185","1.4913961121014185","1.4913961121014185"
"1248","1.1333008365971702","1.1333008365971702","1.1333008365971702"
"1253","1.4210544696875982","1.4210544696875982","1.4210544696875982"
"1262","1.2435373067855835","1.2435373067855835","1.2435373067855835"
"1263","1.3136321476527624","1.3136321476527624","1.3136321476527624"
"1269","1.106859143291201","1.106859143291201","1.106859143291201"
"1272","1.7463443790163313","1.7463443790163313","1.7463443790163313"
"1274","1.18394421679633","1.18394421679633","1.18394421679633"
"1281","1.3898492029735021","1.3898492029735021","1.3898492029735021"
"1287","1.3623994077954973","1.3623994077954973","1.3623994077954973"
"1302","1.2571880093642644","1.2571880093642644","1.2571880093642644"
"1311","1.4055570789745875","1.4055570789745875","1.4055570789745875"
"1321","1.1713686670575822","1.1713686670575822","1.1713686670575822"
"1326","1.1933611461094447","1.1933611461094447","1.1933611461094447"
"1327","1.011888440166201","1.011888440166201","1.011888440166201"
"1333","1.1971362956932612","1.1971362956932612","1.1971362956932612"
"1349","1.3311657224382674","1.3311657224382674","1.3311657224382674"
"1351","1.2706396664891924","1.2706396664891924","1.2706396664891924"
"1352","1.0728262109415871","1.0728262109415871","1.0728262109415871"
"1353","1.6522713814462935","1.6522713814462935","1.6522713814462935"
"1363","1.1366281424249922","1.1366281424249922","1.1366281424249922"
"1365","1.0457421711512975","1.0457421711512975","1.0457421711512975"
"1367","1.2787808605602808","1.2787808605602808","1.2787808605602808"
"1374","1.6538031612123762","1.6538031612123762","1.6538031612123762"
"1378","1.409304427249091","1.409304427249091","1.409304427249091"
"1395","1.42233550122806","1.42233550122806","1.42233550122806"
"1398","1.029098242521286","1.029098242521286","1.029098242521286"
"1399","1.2300726005009242","1.2300726005009242","1.2300726005009242"
"1404","0.970219761133194","0.970219761133194","0.970219761133194"
"1409","1.2210311463900976","1.2210311463900976","1.2210311463900976"
"1425","1.4381840101310186","1.4381840101310186","1.4381840101310186"
"1429","0.9019311943224498","0.9019311943224498","0.9019311943224498"
"1437","1.3732169951711382","1.3732169951711382","1.3732169951711382"
"1447","1.3398931792804174","1.3398931792804174","1.3398931792804174"
"1448","1.1979008913040161","1.1979008913040161","1.1979008913040161"
"1449","1.1413335331848689","1.1413335331848689","1.1413335331848689"
"1450","1.4425070115498133","1.4425070115498133","1.4425070115498133"
"1458","1.130826813834054","1.130826813834054","1.130826813834054"
"1459","1.14842175585883","1.14842175585883","1.14842175585883"
"1462","1.1356526017189026","1.1356526017189026","1.1356526017189026"
"1465","1.4703195776258196","1.4703195776258196","1.4703195776258196"
"1466","1.113462861095156","1.113462861095156","1.113462861095156"
"1471","1.317297569343022","1.317297569343022","1.317297569343022"
"1473","1.471450958933149","1.471450958933149","1.471450958933149"
"1475","1.2787757430757796","1.2787757430757796","1.2787757430757796"
"1487","1.136699106012072","1.136699106012072","1.136699106012072"
"1488","1.1977570908410209","1.1977570908410209","1.1977570908410209"
"1495","1.5074656350272042","1.5074656350272042","1.5074656350272042"
"1501","1.0183709519250053","1.0183709519250053","1.0183709519250053"
"1502","1.0559877242360796","1.0559877242360796","1.0559877242360796"
"1508","1.5612902811595373","1.5612902811595373","1.5612902811595373"
"1512","0.9531400970050267","0.9531400970050267","0.9531400970050267"
"1513","1.256512543984822","1.256512543984822","1.256512543984822"
"1532","1.2329017392226629","1.2329017392226629","1.2329017392226629"
"1538","1.7879330515861511","1.7879330515861511","1.7879330515861511"
"1541","1.0846691855362482","1.0846691855362482","1.0846691855362482"
"1542","1.382269254752568","1.382269254752568","1.382269254752568"
"1548","1.0316967155252184","1.0316967155252184","1.0316967155252184"
"1551","1.3231946400233678","1.3231946400233678","1.3231946400233678"
"1552","1.0647709965705872","1.0647709965705872","1.0647709965705872"
"1573","1.1998337720121657","1.1998337720121657","1.1998337720121657"
"1575","0.9979483144623893","0.9979483144623893","0.9979483144623893"
"1577","1.1947586578982217","1.1947586578982217","1.1947586578982217"
"1589","1.16192284652165","1.16192284652165","1.16192284652165"
"1590","1.1954468957015447","1.1954468957015447","1.1954468957015447"
"1599","1.1425156806196486","1.1425156806196486","1.1425156806196486"
"1601","1.1626301876136236","1.1626301876136236","1.1626301876136236"
"1614","1.735855085509164","1.735855085509164","1.735855085509164"
"1617","1.3455429204872675","1.3455429204872675","1.3455429204872675"
"1634","1.4805259321417128","1.4805259321417128","1.4805259321417128"
"1651","1.360794403723308","1.360794403723308","1.360794403723308"
"1658","1.332972424370902","1.332972424370902","1.332972424370902"
"1659","1.4600152373313904","1.4600152373313904","1.4600152373313904"
"1666","1.0809486295495714","1.0809486295495714","1.0809486295495714"
"1674","1.214820316859654","1.214820316859654","1.214820316859654"
"1687","0.9372100361755916","0.9372100361755916","0.9372100361755916"
"1701","1.3035103508404322","1.3035103508404322","1.3035103508404322"
"1703","1.3154711765902383","1.3154711765902383","1.3154711765902383"
"1708","1.249822688954217","1.249822688954217","1.249822688954217"
"1710","1.5184823019163949","1.5184823019163949","1.5184823019163949"
"1715","0.8230730720928737","0.8230730720928737","0.8230730720928737"
"1717","1.3126939024244035","1.3126939024244035","1.3126939024244035"
"1719","1.0193645464522498","1.0193645464522498","1.0193645464522498"
"1721","0.9555752617972237","0.9555752617972237","0.9555752617972237"
"1725","1.1933275759220123","1.1933275759220123","1.1933275759220123"
"1726","0.8702089339494705","0.8702089339494705","0.8702089339494705"
"1733","1.2202056348323822","1.2202056348323822","1.2202056348323822"
"1742","1.453453574861799","1.453453574861799","1.453453574861799"
"1753","0.962646701506206","0.962646701506206","0.962646701506206"
"1761","1.781140889440264","1.781140889440264","1.781140889440264"
"1774","1.3257265516689845","1.3257265516689845","1.3257265516689845"
"1783","1.1335435892854417","1.1335435892854417","1.1335435892854417"
"1793","1.3196213117667608","1.3196213117667608","1.3196213117667608"
"1797","1.2619909686701638","1.2619909686701638","1.2619909686701638"
"1801","1.5282652888979231","1.5282652888979231","1.5282652888979231"
"1802","1.4417941570281982","1.4417941570281982","1.4417941570281982"
"1804","1.4595542805535453","1.4595542805535453","1.4595542805535453"
"1811","0.9795933961868286","0.9795933961868286","0.9795933961868286"
"1815","1.047772228717804","1.047772228717804","1.047772228717804"
"1822","1.0631659712110246","1.0631659712110246","1.0631659712110246"
"1823","1.2700187861919403","1.2700187861919403","1.2700187861919403"
"1829","1.1465016944067818","1.1465016944067818","1.1465016944067818"
"1831","1.240836420229503","1.240836420229503","1.240836420229503"
"1833","0.9693394005298615","0.9693394005298615","0.9693394005298615"
"1834","1.4639662631920405","1.4639662631920405","1.4639662631920405"
"1837","1.03317363347326","1.03317363347326","1.03317363347326"
"1841","1.0603795945644379","1.0603795945644379","1.0603795945644379"
"1844","1.028041856629508","1.028041856629508","1.028041856629508"
"1847","1.0124866621834892","1.0124866621834892","1.0124866621834892"
"1860","1.293860865490777","1.293860865490777","1.293860865490777"
"1862","1.3045902805668967","1.3045902805668967","1.3045902805668967"
"1863","1.2007571501391274","1.2007571501391274","1.2007571501391274"
"1868","1.4104981677872794","1.4104981677872794","1.4104981677872794"
"1879","1.2578102690832955","1.2578102690832955","1.2578102690832955"
"1894","1.248236792428153","1.248236792428153","1.248236792428153"
"1898","1.171140091759818","1.171140091759818","1.171140091759818"
"1934","1.4129678521837508","1.4129678521837508","1.4129678521837508"
"1945","1.1155907894883836","1.1155907894883836","1.1155907894883836"
"1952","1.112278504031045","1.112278504031045","1.112278504031045"
"1957","1.0492319890430994","1.0492319890430994","1.0492319890430994"
"1960","1.26248842052051","1.26248842052051","1.26248842052051"
"1967","1.211818950516837","1.211818950516837","1.211818950516837"
"1986","0.8820023579256875","0.8820023579256875","0.8820023579256875"
"1992","1.1336554331438882","1.1336554331438882","1.1336554331438882"
"2001","1.0061081733022417","1.0061081733022417","1.0061081733022417"
"2007","1.1654557841164725","1.1654557841164725","1.1654557841164725"
"2013","1.0970096162387304","1.0970096162387304","1.0970096162387304"
"2015","1.3200051273618425","1.3200051273618425","1.3200051273618425"
"2017","1.365535706281662","1.365535706281662","1.365535706281662"
"2029","1.2678664752415247","1.2678664752415247","1.2678664752415247"
"2035","1.3505819610186987","1.3505819610186987","1.3505819610186987"
"2040","1.4895177398409163","1.4895177398409163","1.4895177398409163"
"2050","0.9954301289149693","0.9954301289149693","0.9954301289149693"
"2068","1.227289970432009","1.227289970432009","1.227289970432009"
"2069","1.3264454220022475","1.3264454220022475","1.3264454220022475"
"2077","1.5122644816126143","1.5122644816126143","1.5122644816126143"
"2091","1.3956795973437173","1.3956795973437173","1.3956795973437173"
"2099","0.9530605844088963","0.9530605844088963","0.9530605844088963"
"2106","1.2827631405421667","1.2827631405421667","1.2827631405421667"
"2111","1.273720579487937","1.273720579487937","1.273720579487937"
"2132","1.076742559671402","1.076742559671402","1.076742559671402"
"2136","0.8948633287634168","0.8948633287634168","0.8948633287634168"
"2142","1.3755494867052351","1.3755494867052351","1.3755494867052351"
"2144","1.2425857186317444","1.2425857186317444","1.2425857186317444"
"2147","1.2875501598630632","1.2875501598630632","1.2875501598630632"
"2153","1.133808195590973","1.133808195590973","1.133808195590973"
"2159","1.258736525263105","1.258736525263105","1.258736525263105"
"2165","1.3405588184084212","1.3405588184084212","1.3405588184084212"
"2167","1.3338672433580672","1.3338672433580672","1.3338672433580672"
"2172","1.3615203201770782","1.3615203201770782","1.3615203201770782"
"2181","1.3803003941263472","1.3803003941263472","1.3803003941263472"
"2185","0.9951074506555285","0.9951074506555285","0.9951074506555285"
"2188","1.1877765314919608","1.1877765314919608","1.1877765314919608"
"2190","1.3196105446134294","1.3196105446134294","1.3196105446134294"
"2193","1.3318675884178706","1.3318675884178706","1.3318675884178706"
"2200","1.1042107726846422","1.1042107726846422","1.1042107726846422"
"2202","1.0667680374213628","1.0667680374213628","1.0667680374213628"
"2204","1.1942447849682398","1.1942447849682398","1.1942447849682398"
"2210","1.212755254336766","1.212755254336766","1.212755254336766"
"2214","1.1992379895278387","1.1992379895278387","1.1992379895278387"
"2248","1.0457445979118347","1.0457445979118347","1.0457445979118347"
"2264","1.0870191667761122","1.0870191667761122","1.0870191667761122"
"2266","1.2607824206352234","1.2607824206352234","1.2607824206352234"
"2272","1.205063351563045","1.205063351563045","1.205063351563045"
"2273","1.4049744180270605","1.4049744180270605","1.4049744180270605"
"2284","1.023824053151267","1.023824053151267","1.023824053151267"
"2296","1.3539113742964608","1.3539113742964608","1.3539113742964608"
"2303","1.373776342187609","1.373776342187609","1.373776342187609"
"2322","1.3022059670516424","1.3022059670516424","1.3022059670516424"
"2329","1.092418100152697","1.092418100152697","1.092418100152697"
"2335","1.453106905732836","1.453106905732836","1.453106905732836"
"2344","1.1522255412169866","1.1522255412169866","1.1522255412169866"
"2347","0.9309834327016558","0.9309834327016558","0.9309834327016558"
"2353","1.1928656782422746","1.1928656782422746","1.1928656782422746"
"2357","1.3492331206798553","1.3492331206798553","1.3492331206798553"
"2374","1.292467543057033","1.292467543057033","1.292467543057033"
"2379","1.2686277713094438","1.2686277713094438","1.2686277713094438"
"2383","1.1312306267874581","1.1312306267874581","1.1312306267874581"
"2401","1.2570097233567918","1.2570097233567918","1.2570097233567918"
"2407","1.3103991065706526","1.3103991065706526","1.3103991065706526"
"2411","1.315410201038633","1.315410201038633","1.315410201038633"
"2420","1.2131345442363195","1.2131345442363195","1.2131345442363195"
"2423","1.0942400523594447","1.0942400523594447","1.0942400523594447"
"2429","1.137785826410566","1.137785826410566","1.137785826410566"
"2430","1.3143684821469444","1.3143684821469444","1.3143684821469444"
"2455","1.2368730860097068","1.2368730860097068","1.2368730860097068"
"2460","1.6386733140264238","1.6386733140264238","1.6386733140264238"
"2489","1.28981351852417","1.28981351852417","1.28981351852417"
"2502","1.0261684570993697","1.0261684570993697","1.0261684570993697"
"2511","1.4212930628231593","1.4212930628231593","1.4212930628231593"
"2512","1.0554931546960558","1.0554931546960558","1.0554931546960558"
"2534","1.1605462389332908","1.1605462389332908","1.1605462389332908"
"2538","1.2318190847124373","1.2318190847124373","1.2318190847124373"
"2543","1.316637132849012","1.316637132849012","1.316637132849012"
"2549","1.4907346963882446","1.4907346963882446","1.4907346963882446"
"2550","1.246322704213006","1.246322704213006","1.246322704213006"
"2552","1.2893573216029577","1.2893573216029577","1.2893573216029577"
"2564","1.1264918403966087","1.1264918403966087","1.1264918403966087"
"2566","1.0492234187466758","1.0492234187466758","1.0492234187466758"
"2573","1.4212725077356612","1.4212725077356612","1.4212725077356612"
"2574","1.3404185814516885","1.3404185814516885","1.3404185814516885"
"2579","1.0309641425098692","1.0309641425098692","1.0309641425098692"
"2587","0.9456005011286054","0.9456005011286054","0.9456005011286054"
"2591","1.3116974106856756","1.3116974106856756","1.3116974106856756"
"2600","1.0969203540257044","1.0969203540257044","1.0969203540257044"
"2607","1.426019779273442","1.426019779273442","1.426019779273442"
"2613","1.295799366065434","1.295799366065434","1.295799366065434"
"2625","1.3988773141588484","1.3988773141588484","1.3988773141588484"
"2647","1.234415692942483","1.234415692942483","1.234415692942483"
"2663","1.298931053706578","1.298931053706578","1.298931053706578"
"2664","1.2685792786734444","1.2685792786734444","1.2685792786734444"
"2673","0.9656002308641162","0.9656002308641162","0.9656002308641162"
"2701","1.1647513508796692","1.1647513508796692","1.1647513508796692"
"2708","1.4298615200178963","1.4298615200178963","1.4298615200178963"
"2715","1.1003182530403137","1.1003182530403137","1.1003182530403137"
"2726","1.5816077164241247","1.5816077164241247","1.5816077164241247"
"2733","1.225940921476909","1.225940921476909","1.225940921476909"
"2739","1.2353531760828835","1.2353531760828835","1.2353531760828835"
"2753","1.0817863302571433","1.0817863302571433","1.0817863302571433"
"2774","1.2332908000264848","1.2332908000264848","1.2332908000264848"
"2798","1.4565700462886266","1.4565700462886266","1.4565700462886266"
"2799","1.3533200366156442","1.3533200366156442","1.3533200366156442"
"2816","1.1109519260270255","1.1109519260270255","1.1109519260270255"
"2822","1.4147562299455916","1.4147562299455916","1.4147562299455916"
"2834","1.400769633906228","1.400769633906228","1.400769633906228"
"2837","1.4839264750480652","1.4839264750480652","1.4839264750480652"
"2840","0.979440233537129","0.979440233537129","0.979440233537129"
"2861","1.254997921841485","1.254997921841485","1.254997921841485"
"2864","1.2769912225859505","1.2769912225859505","1.2769912225859505"
"2866","1.3026899354798454","1.3026899354798454","1.3026899354798454"
"2872","1.3223807045391627","1.3223807045391627","1.3223807045391627"
"2875","1.334519475698471","1.334519475698471","1.334519475698471"
"2885","1.0093549958297185","1.0093549958297185","1.0093549958297185"
"2903","1.1259397396019526","1.1259397396019526","1.1259397396019526"
"2910","1.259839028120041","1.259839028120041","1.259839028120041"
"2912","0.9897225797176361","0.9897225797176361","0.9897225797176361"
"2928","1.3230565360614233","1.3230565360614233","1.3230565360614233"
"2939","0.9148828727858407","0.9148828727858407","0.9148828727858407"
"2942","1.2819559701851435","1.2819559701851435","1.2819559701851435"
"2947","1.1019172881330763","1.1019172881330763","1.1019172881330763"
"2959","1.3822209579604012","1.3822209579604012","1.3822209579604012"
"2976","1.145716782127108","1.145716782127108","1.145716782127108"
"2978","1.3432429390294212","1.3432429390294212","1.3432429390294212"
"2984","1.0615447461605072","1.0615447461605072","1.0615447461605072"
"2993","1.0836019047669","1.0836019047669","1.0836019047669"
"2997","1.0767524327550615","1.0767524327550615","1.0767524327550615"
"3004","1.2348398055349077","1.2348398055349077","1.2348398055349077"
"3010","1.3125680088996887","1.3125680088996887","1.3125680088996887"
"3018","1.0384684247629983","1.0384684247629983","1.0384684247629983"
"3030","1.1248041221073695","1.1248041221073695","1.1248041221073695"
"3031","1.3269818552902766","1.3269818552902766","1.3269818552902766"
"3053","1.1742394992283411","1.1742394992283411","1.1742394992283411"
"3067","0.9996627015726907","0.9996627015726907","0.9996627015726907"
"3069","1.259964840752738","1.259964840752738","1.259964840752738"
"3070","1.098572041307177","1.098572041307177","1.098572041307177"
"3071","1.1344708331993647","1.1344708331993647","1.1344708331993647"
"3074","1.2646249277251107","1.2646249277251107","1.2646249277251107"
"3086","1.0544832646846771","1.0544832646846771","1.0544832646846771"
"3092","1.2973408528736659","1.2973408528736659","1.2973408528736659"
"3097","1.1376344348703111","1.1376344348703111","1.1376344348703111"
"3109","1.277636515242713","1.277636515242713","1.277636515242713"
"3112","1.1249183033193861","1.1249183033193861","1.1249183033193861"
"3118","1.152972868510655","1.152972868510655","1.152972868510655"
"3122","0.9995405631405967","0.9995405631405967","0.9995405631405967"
"3125","1.2423273495265417","1.2423273495265417","1.2423273495265417"
"3154","1.156888438122613","1.156888438122613","1.156888438122613"
"3164","1.4843647394861494","1.4843647394861494","1.4843647394861494"
"3168","0.9877757344927106","0.9877757344927106","0.9877757344927106"
"3177","1.047660448721477","1.047660448721477","1.047660448721477"
"3215","1.3317710161209106","1.3317710161209106","1.3317710161209106"
"3216","1.1696845250470298","1.1696845250470298","1.1696845250470298"
"3225","1.4044211762292045","1.4044211762292045","1.4044211762292045"
"3239","1.2297923692635127","1.2297923692635127","1.2297923692635127"
"3252","0.9614569885390145","0.9614569885390145","0.9614569885390145"
"3264","1.274398433310645","1.274398433310645","1.274398433310645"
"3274","1.172268807888031","1.172268807888031","1.172268807888031"
"3275","1.2137052885123663","1.2137052885123663","1.2137052885123663"
"3297","1.0735089991773878","1.0735089991773878","1.0735089991773878"
"3305","1.0584764523165566","1.0584764523165566","1.0584764523165566"
"3307","0.9512678044182914","0.9512678044182914","0.9512678044182914"
"3317","1.2527527723993575","1.2527527723993575","1.2527527723993575"
"3319","1.1835783932890211","1.1835783932890211","1.1835783932890211"
"3329","1.0985767926488603","1.0985767926488603","1.0985767926488603"
"3336","1.3230812081268855","1.3230812081268855","1.3230812081268855"
"3342","1.0378241113254003","1.0378241113254003","1.0378241113254003"
"3354","1.1599915751389094","1.1599915751389094","1.1599915751389094"
"3357","0.8821750836712974","0.8821750836712974","0.8821750836712974"
"3361","1.3863281990800584","1.3863281990800584","1.3863281990800584"
"3366","0.9373637054647718","0.9373637054647718","0.9373637054647718"
"3368","1.3943495494978768","1.3943495494978768","1.3943495494978768"
"3373","0.9905560144356319","0.9905560144356319","0.9905560144356319"
"3386","0.981123319693974","0.981123319693974","0.981123319693974"
"3393","1.300307239804949","1.300307239804949","1.300307239804949"
"3394","0.8587641588279179","0.8587641588279179","0.8587641588279179"
"3399","1.0660532798085893","1.0660532798085893","1.0660532798085893"
"3418","1.1207188069820404","1.1207188069820404","1.1207188069820404"
"3420","1.3062070608139038","1.3062070608139038","1.3062070608139038"
"3430","1.1331349866730827","1.1331349866730827","1.1331349866730827"
"3445","1.2527913451194763","1.2527913451194763","1.2527913451194763"
"3486","1.1043843243803297","1.1043843243803297","1.1043843243803297"
"3495","1.1543709295136588","1.1543709295136588","1.1543709295136588"
"3507","1.074277584041868","1.074277584041868","1.074277584041868"
