"Step","optimizer: adamx - gamma","optimizer: adamx - gamma__MIN","optimizer: adamx - gamma__MAX"
"42","1.3518550711018698","1.2523770843233382","1.4288282138960702"
"43","1.23731301512037","1.055182158946991","1.4099908854280199"
"44","1.352861443587712","1.1629211562020438","1.4887400014059884"
"45","1.2374655391488756","0.9839150522436414","1.324772140809468"
"46","1.4182928800582886","1.3702657520771027","1.5378653747694833"
"47","1.2287855667727334","1.1039852074214391","1.372421647821154"
"48","1.2591463259288243","1.123314585004534","1.4687219560146332"
"49","1.2330531205449784","1.100830533674785","1.313690994467054"
"50","1.2613864847591947","1.0795666234833854","1.546237690108163"
"51","1.2931551201002938","0.9351315583501544","1.453425977911268"
"52","1.3270280693258558","1.1205352715083532","1.430808275938034"
"53","1.4935012783323014","1.2475321633475167","1.6028238790375846"
"54","1.3218372898442405","1.1336023381778173","1.6286556380135673"
"55","1.2395762541464397","1.0364868236439568","1.3974436862128121"
"56","1.1837920193161282","0.9123068473168782","1.6232847230775016"
"57","1.3109259171145304","1.0775952466896601","1.530782469681331"
"58","1.1437776561294286","0.952623765383448","1.3216713794640131"
"59","1.1133275611060007","1.0325371495315008","1.2235970284257616"
"60","1.3498656315462931","1.2697919138840266","1.4573421222823006"
"61","1.3807506050382343","1.1661913650376456","1.6070230858666557"
"62","1.422438337973186","1.1527143461363656","1.5660728045872279"
"63","1.4072040966578894","1.1561707258224487","1.7659993852887834"
"64","1.2482997059822083","1.1336766013077326","1.5047077792031425"
"65","1.145141903417451","0.9304093292781285","1.4628910762923104"
"66","1.4055739096232824","1.2239798520292555","1.5947388666016715"
"67","1.2186415225267413","1.0637936421803065","1.4458962764058794"
"68","1.1731540914092746","0.965829855629376","1.410360872745514"
"69","1.4789980777672358","1.2651759130614144","1.750396958419255"
"70","1.446020288978304","1.2427952587604523","1.6985857231276376"
"71","1.1710231397833142","1.0087488974843706","1.3026179202965327"
"72","1.4070985270398004","0.9904244733708245","1.9793193255152022"
"73","1.362940273966108","1.2965156095368522","1.4267345539161138"
"74","1.3677057095936367","1.0543634763785772","1.693841244493212"
"75","1.3334430315664838","0.923979144011225","1.72093152148383"
"76","1.4089701899460383","1.0366938156741006","1.5856794459479195"
"77","1.4961106606892176","1.2853744540895735","1.741654327937535"
"78","1.4151358136108942","1.2051251700946264","1.7065439309392656"
"79","1.3924047998019629","1.2162988781929016","1.6580671497753687"
"80","1.3007222754614693","1.1133120911461967","1.6516952003751482"
"81","1.4802909578595842","1.2722336735044206","1.6246715528624398"
"82","1.4551433742046354","1.0136384963989258","1.9734713775771004"
"83","1.2543270902974264","1.1055258980819158","1.4774822677884782"
"84","1.2002986899444035","1.0466430953570776","1.306127586535045"
"85","1.4647910714149475","1.2577029040881567","1.6442362666130066"
"86","1.521888395718166","1.3607602162020547","1.9112292783600944"
"87","1.4147743701934812","1.1681515063558305","1.6429955533572607"
"88","1.1660399658339364","0.9765604053224836","1.4955876086439406"
"89","1.4515120489256723","1.1764764828341348","1.7873507397515433"
"90","1.4716488982949938","1.1104192435741425","1.6651442050933838"
"91","1.3383228489330836","0.8030187657901219","1.8075377089636666"
"92","1.201337420940399","0.8456776653017316","1.4783478890146529"
"93","1.5349111982754298","1.1297632242952074","1.838709797177996"
"94","1.4947400995663234","1.1091435934816087","1.717277901513236"
"95","1.336869545493807","0.985455470425742","1.573347074644906"
"96","1.4660197138786315","1.2729247169835227","1.7838007467133659"
"97","1.212695309945515","0.9711957446166447","1.3700392501694816"
"98","1.4761327717985426","1.0811466872692108","1.7473410964012146"
"99","1.3750858562333244","1.1896839482443673","1.520888592515673"
"100","1.2326581392969405","0.9338694512844086","1.5444369316101074"
"101","1.3782950145857675","1.2539434007235937","1.4938156264168876"
"102","1.379549160173961","1.1142026271138872","1.734451345035008"
"103","1.2859319482530869","1.1174406664712089","1.458806255034038"
"104","1.3084045018468582","1.1199233361652918","1.393462530204228"
"105","1.1592730011258807","1.011388557297843","1.4221461074692863"
"106","1.2967567954744612","1.086923292704991","1.4889322093554906"
"107","1.3368060742105756","1.2499234591211592","1.464385062456131"
"108","1.3184694630759104","1.2056305493627275","1.501031688281468"
"109","1.3669735874448503","1.2142975756100245","1.5477352908679418"
"110","1.2353734339986528","0.9834547766617366","1.6043960196631295"
"111","1.2550780909402028","1.0587558192866189","1.6955346294811793"
"112","1.3203858179705485","1.0285587651388985","1.6449204087257385"
"113","1.158480671473912","0.8535794530596051","1.6594174674579076"
"114","1.4139861021723068","1.0176521497113364","1.7759785481861659"
"115","1.2882358959742954","0.897502716098513","1.5530019657952445"
"116","1.4913700699806214","0.9720496875899178","2.211268220629011"
"117","1.1824004237140928","0.9385510193450111","1.514145987374442"
"118","1.2157981221164975","1.0776278802326746","1.2788783247981752"
"119","1.1646424983228958","1.0153442578656333","1.3389844042914254"
"120","1.238098769528525","0.9704757843698774","1.6377652542931693"
"121","1.4039596625736783","1.2038913028580802","1.7156094312667847"
"122","1.5359922008855","1.4524085904870714","1.6808385593550546"
"123","1.3384391767638069","0.9241902189595359","1.6283252579825265"
"124","1.223330638238362","0.9055242581026894","1.714839288166591"
"125","1.4511341699532099","1.1289342854704176","1.8665585006986345"
"126","1.1370936436312538","0.9402077538626534","1.432203241756984"
"127","1.3389091891901832","1.2209162073475974","1.4930104953902108"
"128","1.023203006386757","0.792031175323895","1.356597670486995"
"129","1.294091842855726","1.0026986684117998","1.8390650068010603"
"130","1.2750347414187022","0.928113300885473","1.5000589660235815"
"131","1.238949819973537","1.009314396551677","1.4377687871456146"
"132","1.3606101070131575","1.0282047518662043","1.6848581433296204"
"133","1.3648551072393145","1.0662353762558527","1.6366707682609558"
"134","1.2416096014635902","0.8899279109069279","1.7164483538695745"
"135","1.2807695665529795","0.958384741629873","1.5367504358291626"
"136","1.2443337908812933","0.8516250124999455","1.6223482404436385"
"137","1.4469098695686886","0.8226917598928724","1.8850822022983007"
"138","1.2285583998475755","1.0047839496816908","1.436759012086051"
"139","1.2759902920041766","1.0873676027570451","1.4436390229633875"
"140","1.3031743100711277","1.0892327385289329","1.6169212545667375"
"141","1.3451488060610632","1.1454219605241502","1.6172098134245192"
"142","1.1505524703434535","1.0050402326243264","1.2780234813690186"
"143","1.267928558588028","1.0193640206541335","1.5448548197746277"
"144","1.194662082195282","1.0688607394695282","1.294176344360624"
"145","1.3794017204216549","1.2361046586717879","1.48325434752873"
"146","1.160071196300643","0.7476210360016141","1.3925216495990753"
"147","1.2984903744288854","0.9968509929520744","1.5013578150953566"
"148","1.4864179193973541","1.38264918753079","1.540316207068307"
"149","1.3993160724639893","1.1596441950116838","1.6462692618370056"
"150","1.1835987461464748","1.0177584098918098","1.333773889711925"
"151","1.4315151972430094","1.0757100794996535","1.7197933026722498"
"152","1.2607764652797153","1.022301346063614","1.451747634581157"
"153","1.2645973231111254","0.9865194261074066","1.6278952828475408"
"154","1.1625338269131524","0.8676390477589199","1.5520651936531067"
"155","1.459882437331336","1.1999880416052682","1.7449104275022234"
"156","1.3198505708149502","0.9691432459013802","1.5256638995238714"
"157","1.2117730149200985","0.9043773497853961","1.6623845526150294"
"158","1.3021292192595346","1.1432018705776759","1.4656319533075606"
"159","1.3494541725942066","1.0670096320765359","1.550923432622637"
"160","1.4869937402861457","1.3491631320544653","1.6456956778253828"
"161","1.1937184159244807","0.8633081253085818","1.6302598799977983"
"162","1.2025632543223246","1.0671752648694175","1.5313887681279863"
"163","1.3917033757482256","1.1371724690709795","1.5894067117146082"
"164","1.2142140780176436","1.0822152410234724","1.4159174859523773"
"165","1.2472850122622083","0.8526183600936618","1.4967694793428694"
"166","1.3710421306746348","1.176387539931706","1.5522239889417375"
"167","1.1664275876113348","0.9351399966648647","1.4803939291409083"
"168","1.5037534756319864","1.1482064723968506","1.7685898457254683"
"169","1.3061125691447937","0.8134103098085949","1.8761913520949227"
"170","1.4168233901262284","1.1246994627373559","1.69195990051542"
"171","1.316811606713704","1.0794917259897505","1.4748573303222656"
"172","1.1452361690146584","0.8404831013509205","1.3969007900782995"
"173","1.4287519829613822","1.0483442800385612","1.801656220640455"
"174","1.3849541561944145","1.116806447505951","1.6385599374771118"
"175","1.3162078269890376","1.0785491977419173","1.685468247958592"
"176","1.3429477512836456","1.1397648453712463","1.5306512372834342"
"177","1.2997086567538125","0.9271736017295292","1.4854672806603568"
"178","1.313887915440968","0.9103218189307621","1.706326527254922"
"179","1.1569569936820439","0.9410503762108939","1.3938293542180742"
"180","1.2992347827979498","1.1630568887506212","1.492211205618722"
"181","1.2495358296803067","0.8849978021212986","1.4706373725618636"
"182","1.2869249241692677","1.1423967608383723","1.470370433160237"
"183","1.344132307597569","1.0761564714568002","1.6365494302340917"
"184","1.24324255159923","1.0455887062208993","1.451744726725987"
"185","1.2971754372119901","0.9983493302549634","1.4500387481280737"
"186","1.2837729786123548","1.0828700363636017","1.620547158377511"
"187","1.4287626777376448","1.2032880229609353","1.5457483785493034"
"188","1.3631733523947853","0.9949370494910649","1.7078938101019179"
"189","1.2785916107041495","1.0696788685662406","1.5808882883616857"
"190","1.1075667232275008","0.9258845129183361","1.2414688638278417"
"191","1.3524615253720964","1.1354682104928153","1.6042488047054835"
"192","1.1066912634032113","0.8663409650325775","1.5498395306723458"
"193","1.2629896027701242","1.0092302177633559","1.4334472162382943"
"194","1.2959042302199772","1.0978555253573827","1.7462608643940516"
"195","1.3712574865136826","1.0466068259307317","1.8113732082503182"
"196","1.3555697066443306","1.1484953633376531","1.5494027393204826"
"197","1.3078270886625563","1.1539057748658317","1.6694994909422738"
"198","1.3297415375709534","1.1733894220420293","1.5650407927376884"
"199","1.2110160065548758","0.907986485532352","1.3658017303262437"
"200","1.2737554601260594","1.1181017799036843","1.4533740963254655"
"201","1.31320418885776","1.0068487312112535","1.6531617641448975"
"202","1.2626912989786692","0.9425713228327888","1.7736326796667916"
"203","1.2436474050794328","1.0244349837303162","1.489572354725429"
"204","1.288585501909256","1.1537779527051109","1.4796059557369776"
"205","1.3105023298944745","1.1322374982493264","1.5858870915004186"
"206","1.2780728344406398","1.0751289555004664","1.4632611530167716"
"207","1.222381887265614","1.0919246758733476","1.3656244107655116"
"208","1.1649953028985434","0.9137931274516242","1.4144689781325204"
"209","1.0915825869355884","0.8967616387775966","1.2964557537010737"
"210","1.2108177874769486","1.0746172325951713","1.4208336940833501"
"211","1.3274617918900082","1.0817628630570002","1.594235633100782"
"212","1.3618026384285518","1.1605848159108842","1.53383412531444"
"213","1.3057309814861844","0.9471019165856498","1.493606720651899"
"214","1.1635065410818373","0.9861566892692021","1.4898906009537833"
"215","1.3555260547569818","1.042292365006038","1.6709372571536474"
"216","1.4085804564612254","1.1506580242088862","1.6731276171548026"
"217","1.194885438680649","0.8525099775620869","1.82046035357884"
"218","1.3871909269264768","1.2360029986926488","1.6314189859798975"
"219","1.3880306371620723","1.2394139766693115","1.6214797965117864"
"220","1.2663744240999222","1.0207932314702444","1.543462723493576"
"221","1.3504413664340973","1.274570026568004","1.4293698455606187"
"222","1.2932529066290175","1.0692217477730341","1.6819094376904624"
"223","1.289461808545249","0.9578393868037632","1.5756573591913496"
"224","1.3081076894487653","1.0788161201136452","1.4104007652827673"
"225","1.4396326388631548","1.1871272793837957","1.7818773303713118"
"226","1.403538843563625","0.9309038306985583","1.8591763292040144"
"227","1.3106189293520791","0.9363307143960681","1.6274114847183228"
"228","1.2185750897441592","1.0162998650755202","1.518068219934191"
"229","1.4412131547927856","1.3317195091928755","1.6343136855534144"
"230","1.2026919441563744","0.6979347850595202","1.378417202404567"
"231","1.2910187772342137","1.143977361066001","1.4941871932574682"
"232","1.494368667261941","1.2195043691567011","1.8679377351488387"
"233","1.2363986807210106","1.1002473149980818","1.4870247415133886"
"234","1.1607548790318625","0.8823837978499276","1.4261596415724074"
"235","1.1933414144175394","1.1083558584962572","1.380994745663234"
"236","1.315256937912532","0.9694585757596152","1.5943831375667028"
"237","1.3174606953348431","1.2075919636658259","1.5052870426859175"
"238","1.3131424971989223","1.1380086370876856","1.4301705488136836"
"239","1.3448236124856132","0.9919297737734658","1.9021762439182825"
"240","1.2010998232024057","0.8538431525230408","1.7284637945038932"
"241","1.152622737629073","0.9014275265591485","1.3445546201297216"
"242","1.3273341127804348","1.1011193096637726","1.4920002222061157"
"243","1.3215451300144196","1.0987821221351624","1.7243188960211617"
"244","1.1312345555850438","0.9181956308228629","1.4102697627885001"
"245","1.0606822993074143","0.8713079009737287","1.3192193763596671"
"246","1.048364485161645","0.8622925153800419","1.2740717700549535"
"247","1.2220482775143213","1.0446988940238953","1.6132905908993311"
"248","1.1467833604131425","0.9530519247055054","1.3508316363607134"
"249","1.260835635662079","1.039285272359848","1.562958027635302"
"250","1.1284895956516265","0.9106198166097913","1.4013358695166451"
"251","1.0778613592897144","0.8037650414875576","1.2991372815200262"
"252","1.1485619357654024","0.9024191073008946","1.4810466936656408"
"253","1.342652826649802","1.1521623517785753","1.5482992700168066"
"254","1.1932066202163696","0.9105863273143768","1.4889030711991447"
"255","1.2663335970469882","0.9935220224516732","1.52570812191282"
"256","1.289421155623027","0.9531025077615466","1.5372124314308167"
"257","1.215831517321723","0.9085167050361633","1.4322722383907862"
"258","1.328649273940495","1.0557935663631983","1.6560245241437639"
"259","1.3115851734365733","1.1815346138817924","1.442313471010753"
"260","1.2817737877368927","0.8889613662447248","1.4858218942369734"
"261","1.1035471605403084","1.002364531159401","1.2451266603810447"
"262","1.223160262618746","0.880621075630188","1.696672030857631"
"263","1.0398566267320086","0.8106464509453092","1.14186857853617"
"264","1.2170906322343007","1.0588773829596383","1.5266480616160802"
"265","1.2260084663118636","1.0771646755082267","1.4235350404466902"
"266","1.1025464049407412","0.8864331287997109","1.2090348303318024"
"267","1.1742799469402858","1.0306874641350336","1.4410008447510856"
"268","1.1036275727408273","1.0396247889314378","1.2153941009725844"
"269","1.1389764849628723","0.6737584705863681","1.624545225075313"
"270","1.177440927709852","1.0118488924843925","1.3820268511772156"
"271","1.29264777302742","1.1371532806328364","1.470899530819484"
"272","1.3249680540391378","1.0967849344015121","1.5528344767434257"
"273","1.1267043573515756","0.8763482570648193","1.2505871610982078"
"274","1.226040403332029","0.9283398474965777","1.5139459201267786"
"275","1.2261194331305367","0.9929326389517102","1.553493516785758"
"276","1.3498538264206479","1.16900606240545","1.5656221508979797"
"277","1.0626405681882587","0.7955568815980639","1.2588162592479162"
"278","1.231569450667926","0.9937281076397214","1.3695450510297502"
"279","1.23176309296063","0.9508141364370074","1.5656958648136683"
"280","1.203339182479041","1.0513651881899153","1.445728702204568"
"281","1.1635460478918893","0.9850364923477173","1.2857359775475092"
"282","1.2591746287686485","1.048434168100357","1.4798667175429208"
"283","1.0579375871590204","0.9843337386846542","1.185758731194905"
"284","1.2675650609391078","1.0937790061746324","1.552194356918335"
"285","1.2302375776427135","0.9474470572812217","1.7439422522272383"
"286","1.3647683543818336","1.1174492750849043","1.6758737989834376"
"287","1.1010597505739756","0.913992390036583","1.2719401163714272"
"288","1.2812758939606803","1.0173658302852087","1.6138157418795995"
"289","1.103626274211066","1.0098149350711279","1.2595731616020203"
"290","1.2570732610566275","0.9462402164936066","1.4628709724971227"
"291","1.3397797226905823","0.9966944030353001","1.5476659962109156"
"292","1.1820761076041628","0.8648744097777775","1.479806227343423"
"293","1.0512296259403229","0.9990770944527217","1.124705706323896"
"294","1.2752549324716842","1.1171186821801322","1.4330429094178336"
"295","1.2859442140374866","1.0258904227188654","1.5401548998696464"
"296","1.4279664882591792","1.2314852816717965","1.765649437904358"
"297","1.2559074018682754","1.0301621684006281","1.4797036520072393"
"298","1.2310806704419002","0.8520904758146831","1.5363567301205225"
"299","1.3217785852296013","0.9813274102551597","1.5533730217388697"
"300","1.2380673983267376","0.9171171209641865","1.5464665634291512"
"301","1.1316269504172463","0.9055320258651461","1.4147214591503143"
"302","1.3596153489180973","1.1354933764253343","1.505247746195112"
"303","1.3144592510802404","0.7601671538182667","1.638065150805882"
"304","1.1809336794274194","0.8934011629649571","1.3917110434600286"
"305","1.2594730956213813","1.1116185528891427","1.4004658630916051"
"306","1.2460927256516048","1.0387533094201769","1.412912837096623"
"307","1.168141962800707","0.8446096522467477","1.3751159395490373"
"308","1.1627134510449002","0.9785212406090328","1.340685989175524"
"309","1.1989834811006275","1.026463555438178","1.3635552355221339"
"310","1.1330256534474235","0.7902860109295163","1.2884474396705627"
"311","1.183982241153717","0.9281592667102814","1.3783950422491347"
"312","1.0188920566013882","0.8084732294082642","1.2643094233104162"
"313","1.2670020478112356","0.9848104289599827","1.4504296311310358"
"314","1.2079003972666604","1.1276169078690665","1.3135731773717063"
"315","1.2854173881667001","1.1243714009012495","1.6007563642093114"
"316","1.1680430948734284","0.9487881660461426","1.3634728789329529"
"317","1.2660549385207038","1.0890268427985055","1.5082040769713265"
"318","1.3318103543349675","1.141749539545604","1.5635150245257787"
"319","1.1433424898556301","0.9515424157891955","1.3624887125832694"
"320","1.149900071110044","0.8122963011264801","1.5330199684415544"
"321","1.12456322652953","0.8880440379892077","1.2626818886825018"
"322","1.1478603512048722","0.7567521014383861","1.3435398042201996"
"323","1.0783830689532414","1.006363638809749","1.2004183317933763"
"324","1.222239171607154","1.0117568160806383","1.4190552490098136"
"325","1.300920253140586","1.133718797138759","1.4743012615612574"
"326","1.1369562872818537","0.8521022881780352","1.4611614091055733"
"327","1.205362171786172","0.9765215047768184","1.3376396426132746"
"328","1.1680024913379123","0.984008150441306","1.4435223851885115"
"329","1.226538065501622","1.0275257102080755","1.4636982934815543"
"330","1.1881078251770565","0.842809932572501","1.4694487154483795"
"331","1.232133018544742","0.8961947581597737","1.7144907883235387"
"332","1.2659294085843222","1.1176446761403764","1.4867907081331526"
"333","1.1564811187131065","0.9994860461780003","1.334622664111001"
"334","1.222627009664263","0.8943663920675006","1.7344204187393188"
"335","1.3623223304748535","1.1879019098622459","1.7509605969701494"
"336","1.2121015842471803","0.9564290919474193","1.5768596019063676"
"337","1.2966170983655112","0.9239766895771027","1.6873719777379717"
"338","1.2409103018896919","0.757978937455586","1.6586487208093916"
"339","1.1920396532331192","0.9719819639410291","1.569826909473964"
"340","1.2224042543343134","0.9515696040221623","1.5899078675678797"
"341","1.1678402687822067","0.9003023292337146","1.5269758445875985"
"342","1.2386880270072391","0.9878110332148415","1.564142840249198"
"343","1.168898445367813","0.9215321413108281","1.4758962392807007"
"344","1.2635057994297572","0.9488180535180228","1.4592672416142054"
"345","1.2974854179791042","1.1426483818462916","1.6404640589441573"
"346","1.1852070893560138","0.92760483281953","1.4566694583211626"
"347","1.1904122318540302","1.0470712738377708","1.2574669931616103"
"348","1.3928681790828705","1.2869486808776855","1.5152007000786918"
"349","1.3560170914445604","1.2198142537048884","1.5036187512534005"
"350","1.2551089985030037","1.0971748616014207","1.4575955271720886"
"351","1.1368426050458635","0.9391757079533168","1.3515035978385381"
"352","1.291162325654711","1.039181547505515","1.5431220872061593"
"353","1.2916282066277094","0.9923953797136035","1.5820294874055045"
"354","1.2190536601202828","0.9832648847784314","1.4963625243731908"
"355","1.2213370472192764","1.0511441890682494","1.3029043333871024"
"356","1.3581006773880548","1.1396635217326028","1.6350674969809396"
"357","1.1462369893278395","0.9359499386378697","1.4569115553583418"
"358","1.3215411279882703","0.9365604051521846","1.5291596565927779"
"359","1.1530366684709275","0.9045056062085288","1.3281462107385908"
"360","1.2402566062552587","0.9199135431221553","1.4420883442674364"
"361","1.1357238790818625","0.961157392178263","1.303705632686615"
"362","1.3864958831242153","1.174249849149159","1.5791952865464347"
"363","1.172288566827774","0.9948704242706299","1.4301466516086034"
"364","1.2648577323981693","0.965889185667038","1.5269987498010908"
"365","1.2100508017199378","1.0738328908170973","1.417180904320308"
"366","1.2412942477634974","0.9063892832824162","1.714598195893424"
"367","1.2077634981700354","0.961269953421184","1.5852997984204973"
"368","1.378303300482886","1.2165359684399195","1.5299547570092338"
"369","1.174398616382054","0.9706152422087533","1.3856019846030645"
"370","1.2306196451187135","0.962143212556839","1.447404397385461"
"371","1.134720903635025","1.0380125301224845","1.2046746441296168"
"372","1.3855343367372241","1.1149000993796758","1.7319114889417375"
"373","1.1865668611867086","1.0835536931242262","1.3717903792858124"
"374","1.2312225333281925","1.0997960312025887","1.440924538033349"
"375","1.3433771908283234","0.986414053610393","1.6087706897939955"
"376","1.1619200485093253","0.8151052849633353","1.5536065016474043"
"377","1.1478061045919146","0.9294057360717228","1.5853829085826874"
"378","1.1773131285394942","0.9584019439561027","1.449906906911305"
"379","1.047054844243186","0.6270378998347691","1.3223871035235268"
"380","1.3638077514512197","1.2514106460980006","1.456766618149621"
"381","1.1763825893402098","0.96168566601617","1.5480998924800329"
"382","1.2923633571181978","0.8806956900017602","1.6306913495063782"
"383","1.1270306025232588","0.892020617212568","1.2710983838353838"
"384","1.2721411100455693","1.129657051392964","1.4496319123676844"
"385","1.2206011397497993","1.085517304284232","1.3238862752914429"
"386","1.2045914556298938","1.0710449005876268","1.324155058179583"
"387","1.2249897812094008","1.1751053971903664","1.3012678282601493"
"388","1.2709017481122697","1.2098807053906577","1.4428736226899284"
"389","1.147117464882987","0.8574747230325427","1.3678933424609048"
"390","1.1408020240919932","1.0438379773071833","1.238290752683367"
"391","1.2957706945283074","1.1423732510634832","1.4970245446477617"
"392","1.2007245136158808","0.9720586985349655","1.4645912902695792"
"393","1.1218275551285062","0.9098055831023625","1.5091285024370467"
"394","1.369032436609268","1.0535810845238822","1.5910955326897758"
"395","1.1351759953158242","1.0154863936560494","1.2316209801605769"
"396","1.2186798896108357","0.9880616281713758","1.5031975507736206"
"397","1.0991328558751516","0.8823603072336742","1.2663523171629225"
"398","1.3127443918160029","0.9679042526653835","1.5173109429223197"
"399","1.1743432206766946","1.030844462769372","1.3709861636161804"
"400","1.1218716876847403","1.02116881949561","1.1799036477293288"
"401","1.250173523596355","1.107820796115058","1.3823027270180839"
"402","1.2841687508991788","0.9117910053048816","1.7228900023869105"
"403","1.1208335122891837","0.9231253798518863","1.3172265120915003"
"404","1.209813470499856","1.0349033602646418","1.4928832309586662"
"405","1.0214097665888924","0.9297693371772766","1.0710326433181763"
"406","1.2125137550490244","1.0662515205996377","1.3569928237370081"
"407","1.2903047178472793","1.0361776096480233","1.5610721622194563"
"408","1.2811131077153342","0.9132878269468035","1.5478039639336723"
"409","1.2681410704340255","0.9900795647076198","1.6109845808574133"
"410","1.2734257962022508","1.0989860125950404","1.4526790167604173"
"411","0.9981072276830674","0.9096059607607978","1.272490803684507"
"412","1.2430806151458196","1.0893263348511286","1.425805151462555"
"413","1.0944703668355942","0.9067501170294625","1.4181838205882482"
"414","1.221396883896419","1.0779750006539481","1.3851287748132433"
"415","1.2379180763448987","1.0718021520546503","1.4027702382632665"
"416","1.0860247969627381","0.9182622347559247","1.3566956690379552"
"417","1.3268292316368648","1.1490495886121477","1.450229287147522"
"418","1.1922718133245194","0.9899045314107623","1.42429290499006"
"419","1.169050247328622","0.8529257816927773","1.7066676020622253"
"420","1.1171670564583367","0.9290752027715955","1.409613971199308"
"421","1.0834558640207563","0.9310633710452488","1.1925443410873413"
"422","1.2215264226709093","0.9230923652648926","1.4563237471239907"
"423","1.1246478770460402","1.0377368927001953","1.2894675135612488"
"424","1.2807536380631581","1.0526793173381261","1.3695442761693681"
"425","1.1723498791456222","1.0465352641684669","1.233670894588743"
"426","1.3582398269857678","1.1019417813846044","1.7609914200646537"
"427","1.2859104309763227","0.8762667093958173","1.4884186131613595"
"428","1.1701932379177638","0.8474846397127423","1.3226534298488073"
"429","1.2151944032737187","0.9899913115160806","1.420342309134347"
"430","1.126129083122526","0.9593373196465629","1.3389852557863509"
"431","1.1813802668026514","1.0686540305614471","1.3418275671345847"
"432","1.1998399270432336","0.875127449631691","1.5125050246715546"
"433","1.2595512326274598","0.9767495223454067","1.665162810257503"
"434","1.2050725391932897","0.958142855337688","1.4147223361900874"
"435","1.3208821211542403","1.1746881221021925","1.4822709134646825"
"436","1.1130422583648136","0.9621199199131557","1.253858438559941"
"437","1.289633297068732","1.0731643055166518","1.7952937398638045"
"438","1.0456431789057596","0.7788872420787811","1.2776424246174949"
"439","1.2387209951877594","1.0359905021531242","1.4350564266954149"
"440","1.1507448835032326","1.0339000863688332","1.28437796660832"
"441","1.3104266107082367","1.2018733876092094","1.4354551349367415"
"442","1.1036919866289412","0.8890884007726397","1.516129502228328"
"443","1.199486392736435","0.9786073012011391","1.4072833699839455"
"444","1.2233741113117762","1.08745162827628","1.3659334565911974"
"445","1.2406465798616408","0.9964876345225743","1.4833701465811049"
"446","1.3974015942641667","1.2406435438564845","1.5173423801149641"
"447","1.2086083080087389","1.0695227810314722","1.3639932998589106"
"448","1.3575417365346636","1.132667111498969","1.467263741152627"
"449","1.2591879670109067","0.9281829531703677","1.4526483757155282"
"450","1.1394782730511257","0.8923107002462659","1.4005225811685835"
"451","1.2470706147806985","1.0752474963665009","1.7280622550419398"
"452","1.1794750094413757","0.9550795980862209","1.5245427318981715"
"453","1.2231600497450148","1.1410144822938102","1.3396289902073997"
"454","1.1238251013415201","1.011472191129412","1.2119395221982683"
"455","1.1254807463714056","1.0568380611283439","1.181094914674759"
"456","1.06413953602314","0.9400971148695264","1.2802806070872716"
