"Step","optimizer: adamx - gamma","optimizer: adamx - gamma__MIN","optimizer: adamx - gamma__MAX"
"1278","1.2615573269980294","0.9690381373677935","1.4474501694951738"
"1279","1.0735555946826936","0.9533273535115379","1.1940938319478716"
"1280","1.1219359483037674","0.9308118011270251","1.3675644440310342"
"1281","1.0469470926693507","0.9558860319001334","1.2424706816673279"
"1282","1.1380506583622523","1.1073369256087713","1.1760172162737166"
"1283","1.2461695194244387","1.0046626244272505","1.4548230086054121"
"1284","1.1615854127066476","0.9102588168212346","1.3665164879390173"
"1285","1.0590425027268273","0.9269172315086637","1.2597405442169733"
"1286","1.03172265120915","0.9824230330330985","1.098412994827543"
"1287","1.127741661242076","0.9971370995044708","1.1884166385446275"
"1288","1.139191449540002","0.9019550255366734","1.2397134474345617"
"1289","1.2299093195370265","0.9286807222025735","1.4382458584649223"
"1290","1.1038070814950125","0.9944001947130475","1.268805376120976"
"1291","1.1968316597597939","1.0384327513831002","1.2992999681404658"
"1292","1.1354164132050104","0.9626747838088444","1.324413878577096"
"1293","1.108375714506422","0.9851769847529275","1.1798851702894484"
"1294","1.1039707371166774","0.9228245232786451","1.2573728050504411"
"1295","1.1127473873751503","0.9939553907939366","1.2398134555135454"
"1296","1.085824633496148","0.9814813307353428","1.2286875758852278"
"1297","1.078621163538524","0.8762071004935673","1.3185724999223436"
"1298","1.1117661799703324","1.0562781606401717","1.1616604115281786"
"1299","1.126330725635801","0.9545601521219526","1.3228316136768885"
"1300","0.9846086306231362","0.8627695654119764","1.1184050568512507"
"1301","1.0844016620091028","0.9696050712040493","1.235806052173887"
"1302","1.1137332354273117","0.9780783397810799","1.338631706578391"
"1303","1.2013352862426214","1.0604067487376077","1.3336593338421412"
"1304","1.137439448918615","0.8978333494492939","1.3936281033924647"
"1305","1.158979443992887","1.0775236615112849","1.2886920741626195"
"1306","1.0888282929147992","0.9852315357753209","1.3003642303603036"
"1307","1.0629621880395073","0.9295691847801208","1.260502713067191"
"1308","1.0748619326523372","0.9342740263257708","1.180724859237671"
"1309","1.1170905104705267","1.025298114333834","1.2177454148020064"
"1310","1.0451449568782536","0.8761136020932879","1.1695568987301417"
"1311","1.224058450971331","1.1894588300159998","1.3094092011451721"
"1312","1.1154086760112218","0.847291133233479","1.243862978049687"
"1313","1.1839126357010432","1.0219670023236955","1.289943026644843"
"1314","1.1735713524477822","1.0083398733820235","1.5334434083529882"
"1315","0.9961750707456044","0.904482268861362","1.1858930247170585"
"1316","1.222973886557988","1.0576056241989136","1.4831838607788086"
"1317","1.0552799454757145","0.9332947901317051","1.2103002497128077"
"1318","1.1432982615062168","0.9647410469395774","1.3514105933053153"
"1319","1.2057383771453585","1.0043023356369563","1.4035011231899261"
"1320","1.0000690851892744","0.797640996319907","1.1241437707628523"
"1321","1.1503834681851521","0.9698952436447144","1.5179144484656197"
"1322","1.1511808386870794","1.0659258195332117","1.2243621902806419"
"1323","1.1728963145187923","0.9725651953901563","1.3921097261565072"
"1324","1.1417125293186732","0.9955649971961975","1.3283657431602478"
"1325","0.9962969239268984","0.759054000888552","1.2837908395699091"
"1326","1.073701925788607","0.9126565626689366","1.1710594594478607"
"1327","1.0886403926781245","0.9786403562341418","1.2240002751350403"
"1328","1.164426930461611","0.999135400567736","1.3715730479785375"
"1329","1.145115077495575","1.057462330375399","1.2774447841303689"
"1330","1.1256378386701855","0.9376866136278424","1.4259946516581945"
"1331","1.177873905641692","1.0093286825077874","1.357930017369134"
"1332","1.1458947028432571","1.0113310728754317","1.2416159340313502"
"1333","1.1847548033509936","1.0778296632426125","1.3290149399212428"
"1334","1.0646658258778707","0.8956254890986851","1.2402130109923226"
"1335","1.0989412627049855","0.8673168058906283","1.2042409990515028"
"1336","0.9670095124414988","0.8589008471795491","1.2196597116334098"
"1337","1.118056720495224","0.9440342571054187","1.2365307339600153"
"1338","1.1048765855176108","0.9957682916096279","1.288791264806475"
"1339","1.1593293700899399","0.9588214457035065","1.3996722783361162"
"1340","1.1030921697616576","0.9561713508197239","1.3497735943113054"
"1341","1.1878856965473719","1.043379281248365","1.3189441902296883"
"1342","1.1573492680277144","0.9870208884988513","1.322353380067008"
"1343","1.1204072339194162","1.032757682459695","1.3973664215632848"
"1344","1.100445328439985","0.9160355840410505","1.2878459308828627"
"1345","1.0991546673434123","1.042143246957234","1.2269364552838462"
"1346","1.1414990322930474","1.0426090572561537","1.1900069117546082"
"1347","1.0681639662810736","1.020083269902638","1.1704632171562739"
"1348","1.12357308779444","0.9716237485408783","1.256166820015226"
"1349","1.070052912405559","0.9235528196607318","1.2272449774401528"
"1350","1.067595592566899","0.9033510876553399","1.1596801749297552"
"1351","1.1376380962984904","0.9009726473263332","1.3024644936834062"
"1352","1.055120830024992","0.9646308592387608","1.1538820437022619"
"1353","1.1624720079558237","0.9335796620164599","1.3371408922331673"
"1354","1.194156529222216","0.9194524373326983","1.4397092035838537"
"1355","1.2202457112925393","1.0517452657222748","1.3377519760813033"
"1356","1.0892582305840084","0.9638110654694694","1.289515231336866"
"1357","1.0912717976740427","1.0007624902895518","1.1512259883540017"
"1358","1.1925558064665114","1.0777743033000402","1.3622096521513802"
"1359","1.1022715832505907","0.9565008410385677","1.2362654166562217"
"1360","1.0429950663021634","0.9540133859430041","1.2203207186290197"
"1361","1.1187344346727646","0.976119692836489","1.3074099634374892"
"1362","1.1163832340921673","1.0072413001741682","1.243328767163413"
"1363","1.1601724573544094","1.0296115364347185","1.3226548859051295"
"1364","1.1529783265931264","0.9293335846492222","1.3837882024901254"
"1365","1.1392450758389066","0.9028327763080597","1.3451371448380607"
"1366","1.2452668224062238","1.1369268340723855","1.318683637040002"
"1367","1.1348571905067988","1.0474447906017303","1.2218513233321053"
"1368","1.1194491071360453","1.070506636585508","1.147325187921524"
"1369","1.210472915002278","1.163871739591871","1.310115669454847"
"1370","1.1726305156946182","0.9714523681572506","1.3132894507476263"
"1371","1.0330184587410518","0.9327267706394196","1.152998800788607"
"1372","1.1510936192103793","1.0186295339039393","1.2854470951216561"
"1373","1.0776761949062348","0.928628704377583","1.2811471649578638"
"1374","1.1050687321594783","0.8933400213718414","1.380621612071991"
"1375","1.1272164353302547","1.0495150940758842","1.2301844188145228"
"1376","1.1853901854583195","1.0092931687831879","1.3155421274048942"
"1377","1.0497306065899985","0.8548267909458706","1.2372740251677377"
"1378","1.082318378346307","0.9640918586935315","1.197788906948907"
"1379","1.1625753658158438","1.0215455336230141","1.3487593361309596"
"1380","1.1369916639157704","0.892078738127436","1.289186682019915"
"1381","1.032628090466772","0.8870095142296383","1.2477544503552573"
"1382","1.1234522691794804","1.0685111710003443","1.1785305440425873"
"1383","1.0324727118015289","0.8367145998137338","1.2307822832039423"
"1384","1.0510180030550276","0.8895862996578217","1.1593126143727983"
"1385","1.174069356918335","1.0702757111617498","1.451645357268197"
"1386","1.0886845937797003","0.7979061901569366","1.30052393249103"
"1387","1.1194724440574646","0.9705626879419599","1.4033155356134688"
"1388","1.2206689178943635","0.9376723894051143","1.3486928599221366"
"1389","1.1157229091439926","0.9276069147246224","1.2025139927864075"
"1390","1.1215296672923225","0.992708363703319","1.2809268406459264"
"1391","1.1317283208881106","0.9499801610197339","1.3054396169526237"
"1392","1.0850773530347007","0.9015511487211499","1.2259219884872437"
"1393","1.1000555762222834","1.033456312758582","1.1859623321465083"
"1394","1.08185225214277","0.9346205975328173","1.1889608928135462"
"1395","0.9827380052634649","0.8756274580955505","1.1663955705506461"
"1396","1.0384389566523688","0.9593873449734279","1.162775022642953"
"1397","1.0998398636068618","0.9909736045769283","1.2232522709029061"
"1398","1.1669630135808673","1.0077599712780543","1.3560420445033483"
"1399","1.1171240644795555","0.9959377178124019","1.2177039299692427"
"1400","1.1949770995548792","1.1035422810486384","1.3209422997065954"
"1401","1.1364036738872527","0.9934318491390773","1.301957219839096"
"1402","1.1701307134968895","1.0973311407225472","1.2621060184070043"
"1403","1.1566564857959747","0.988315007516316","1.313539104802268"
"1404","1.110055546249662","0.9087583422660828","1.331093145268304"
"1405","1.1530427634716034","0.9604533272130149","1.3961526708943504"
"1406","1.1225807292120797","0.8498106513704572","1.3466353246143885"
"1407","1.227357390948704","1.1051200670855386","1.342734694480896"
"1408","1.1191876351833345","0.9809902906417847","1.1887622603348322"
"1409","1.0708425138677868","0.9445254121507917","1.1696612622056688"
"1410","1.0547703427927835","0.9545845176492419","1.1242786262716566"
"1411","1.1149737145219532","1.025404896054949","1.1740233216966902"
"1412","1.081294698374612","1.0132157163960593","1.1654909934316362"
"1413","1.1079988905361724","1.0042301075799125","1.3337929504258292"
"1414","1.0270708918571472","0.8762862980365753","1.1140496815953935"
"1415","1.087629894699369","0.9928047188690731","1.198983439377376"
"1416","1.2063730001449584","1.1427260168961115","1.300272979906627"
"1417","1.1469329936163768","1.0062393844127655","1.3418363247598921"
"1418","1.1448488448347365","1.0354936846664973","1.2077360493796212"
"1419","1.035586472920009","0.8703343272209167","1.2653613899435316"
"1420","1.1051909020968846","0.9299416031156268","1.2262860110827856"
"1421","1.1169310212135315","1.045534840651921","1.267807628427233"
"1422","1.0799615578992028","0.9590879849025181","1.1838397213390894"
"1423","1.1327732230935779","1.0627504757472448","1.2202794083527155"
"1424","1.0600336628300804","0.9503632315567562","1.24476477929524"
"1425","1.0572071867329735","0.8975763661520821","1.2137026957103185"
"1426","1.1792022372995103","1.0692335835524969","1.3611189723014832"
"1427","1.0622480613844736","0.8093975016048977","1.377340487071446"
"1428","1.1727604401963099","0.948844992688724","1.305705692086901"
"1429","1.0382266074419024","0.9529586221490588","1.117237606218883"
"1430","1.1957339244229452","0.9753582051822117","1.3536838761397771"
"1431","1.0707970338208335","0.9937297659260886","1.1699113760675703"
"1432","1.1644339638096945","0.9539417156151363","1.2986505627632141"
"1433","1.2394714321408953","0.9872951337269374","1.3960226263318742"
"1434","1.149254161119461","1.0296312059674944","1.2676644793578558"
"1435","1.1440710195473263","1.015593273299081","1.320573674780982"
"1436","1.0872415951320102","0.9259403262819562","1.2649857274123602"
"1437","1.119878246954509","1.013894953898021","1.2002150756972176"
"1438","1.1691933214664458","0.9437854588031769","1.401354500225612"
"1439","1.1775057954447612","0.9321114931787763","1.4771909373147147"
"1440","1.1005838564464023","0.8404452843325478","1.2396552222115653"
"1441","1.0854765636580332","0.9625632550035205","1.226727042879377"
"1442","1.198499618257795","1.0104896596499853","1.402005902358464"
"1443","1.0881356843880243","0.9423722411905017","1.2205829450062342"
"1444","1.1678515153271811","1.0412448474339075","1.3298405068261283"
"1445","1.1814650927271162","0.9770709872245789","1.367831928389413"
"1446","1.1631642835480824","1.0323481091431208","1.3427964959825789"
"1447","1.1560510686465673","1.0200682410172053","1.2687865921429224"
"1448","1.1327642755849021","0.9101627809660775","1.2990569387163435"
"1449","1.1715969128268104","0.8828283080032894","1.2849978974887304"
"1450","1.204298699753625","1.0697831681796484","1.3222828762871879"
"1451","1.1688450191702162","0.9900106063910893","1.3586789114134652"
"1452","1.173697367310524","1.024267805474145","1.2832868312086378"
"1453","1.1016642723764691","0.9413214368479592","1.3604563219206673"
"1454","1.088206130691937","0.9093179681471416","1.4124483721596854"
"1455","1.0962642482348852","0.9835300658430371","1.3296235033443995"
"1456","1.2503994873591833","0.9870598614215851","1.4045501393931252"
"1457","1.084499169247491","0.9813312717846462","1.218207380601338"
"1458","1.1055447544370378","0.9992777236870357","1.2121381631919317"
"1459","0.9998917830841881","0.8966626631362098","1.0443536681788308"
"1460","0.9978889278003147","0.8532136976718903","1.0888965470450265"
"1461","1.097801606144224","1.0057034577642168","1.4001708669321877"
"1462","1.0940549961158208","1.0478036403656006","1.1575285196304321"
"1463","1.1695233123643056","1.0496927286897386","1.2501091701643807"
"1464","1.0630971533911568","0.9772138893604279","1.1580000860350472"
"1465","1.1866385383265359","0.9776545890739986","1.3791408623967851"
"1466","1.0440695984022956","0.9332535990646907","1.120989773954664"
"1467","1.1316657692193985","0.924991848213332","1.5089434896196638"
"1468","1.1476341319935663","0.7943753195660455","1.3834930232592992"
"1469","1.1732231659548622","1.0637928630624498","1.2869434910161155"
"1470","1.27134125488145","1.133248703820365","1.3767627945968084"
"1471","1.120630416274071","1.0125121857438768","1.2398014217615128"
"1472","1.1261706241539546","1.008198184626443","1.3389738414968764"
"1473","1.180672448022025","0.9811787818159375","1.412854552268982"
"1474","1.0928878503186361","0.9479895574705941","1.3662191459110804"
"1475","1.1242498891694204","1.046579054423741","1.2015338029180254"
"1476","1.1128324261733464","1.0837328732013702","1.1829080751964025"
"1477","1.080526110104152","0.9180943242141179","1.327251353434154"
"1478","1.1902503515992846","1.022904293877738","1.3500741720199585"
"1479","1.0342217747654232","0.907036657844271","1.216928013733455"
"1480","1.0404344022274017","0.9263532842908587","1.1338462318692888"
"1481","1.1746752773012434","0.9785365079130445","1.3593967982700892"
"1482","1.1638099559715815","0.9389854030949729","1.3066898839814323"
"1483","1.0868867512260165","0.9712957548243659","1.278648121016366"
"1484","1.1044474303722382","0.9479196965694427","1.267745656626565"
"1485","1.1282065178666794","0.9885591268539429","1.2049243535314287"
"1486","1.066197550722531","0.8093221294028419","1.1967382729053497"
"1487","1.2385301453726631","1.1600396633148193","1.3551857769489288"
"1488","1.063288443003382","0.7733409042869296","1.1595710345676966"
"1489","1.0545565405062267","0.8624223066227776","1.2876147159508295"
"1490","1.0612107677119118","0.9457354971340725","1.1855273629937852"
"1491","1.108867427280971","0.9367503608976092","1.1960707264287131"
"1492","1.0919179179838727","1.0239077785185404","1.1402911969593592"
"1493","1.1817818897111074","1.0504358410835266","1.3388702188219344"
"1494","1.1221615340028488","1.0583161626543318","1.2240119065557207"
"1495","1.0858946170125687","0.943555201802935","1.3663712867668696"
"1496","1.1374499593462264","0.9796702861785889","1.2169942344938005"
"1497","1.2276698410511018","1.095438348395484","1.3312386274337769"
"1498","1.126246348449162","0.8873678956712995","1.3276116166796004"
"1499","1.3002871334552766","1.0992907583713531","1.4468261684690202"
"1500","1.1093546356473651","1.0242667964526586","1.24928822687694"
"1501","1.2316986909934453","0.956460565328598","1.5123975106648035"
"1502","1.1264816164970397","0.9826011615140098","1.32682979958398"
"1503","1.0323195380823953","0.831969176019941","1.131178149155208"
"1504","1.092865195444652","0.8946931830474308","1.3034623180116927"
"1505","1.0657147313867297","0.9695377094405038","1.2274054374013628"
"1506","1.1311529832226888","1.050906287772315","1.2973216218607766"
"1507","1.098320930344718","0.9552403943879264","1.3272384532860346"
"1508","1.0965990892478399","0.9219271881239754","1.3921650903565543"
"1509","1.0364274093082975","0.892099848815373","1.1258874450411116"
"1510","1.1035675087145398","0.9199517901454654","1.2852758807795388"
"1511","1.0336963747228893","0.9519186062472207","1.1469604500702448"
"1512","1.0420815254960742","0.9804538275514331","1.1659985014370509"
"1513","1.07011559009552","0.8396948235375541","1.1888039452689034"
"1514","1.0793334577764786","1.0098147903169905","1.185219373021807"
"1515","1.1162421303136008","0.9790303536823818","1.2578186988830566"
"1516","1.0788244332586017","1.0022311764104026","1.1589399831635612"
"1517","1.1984408225331986","1.0673826422010149","1.3007967855249132"
"1518","1.169977753502982","1.0054547999586378","1.4254800847598486"
"1519","0.9484812608786992","0.8583766903196063","1.0349999921662467"
"1520","1.1348727507250649","1.067449199301856","1.2058534026145935"
"1521","1.0930640842233386","0.897674526487078","1.322543510368892"
"1522","1.1100416140896934","0.9526430453572955","1.1923536317689079"
"1523","1.1189864686557225","1.0050028647695268","1.1783170061452048"
"1524","1.189928144642285","0.9539508266108376","1.4507291146687098"
"1525","1.116023784024375","0.982402388538633","1.35585361293384"
"1526","1.180671008144106","1.0691267124244146","1.3346496522426605"
"1527","1.03669735959598","0.9088087805679866","1.215953916311264"
"1528","1.1223473983151575","0.9604669639042446","1.4154958810125078"
"1529","1.1545293526990072","1.0733399093151093","1.2783266816820418"
"1530","0.9907018457140241","0.8484966329165867","1.0942202040127345"
"1531","1.092480856180191","0.9704261592456273","1.223791935614177"
"1532","1.0756972636495319","0.9228629682745252","1.2427367269992828"
"1533","1.1240777254104615","0.9826085099152156","1.2988702739988054"
"1534","1.1182111723082406","0.97506411586489","1.4080825362886702"
"1535","1.1842907309532165","1.0357025052819933","1.3475331323487418"
"1536","1.1578724167176655","0.9938268193176815","1.409281509263175"
"1537","1.0531399837562017","0.9817489981651306","1.1278457513877325"
"1538","1.0466591766902378","0.9633994357926505","1.1435797384807043"
"1539","1.1502647301980429","0.8796015615974154","1.3909117920058114"
"1540","1.1548208270754132","1.0675131678581238","1.2681050258023399"
"1541","1.067621628301484","0.9536070844956807","1.1676219233444758"
"1542","1.0982735020773753","1.037858179637364","1.1742432883807592"
"1543","1.1000755327088492","0.9831600444657462","1.2521420759814126"
"1544","1.071797000510352","0.9161236924784524","1.334512289081301"
"1545","0.9882504514285497","0.8630080904279437","1.1252645339284624"
"1546","1.0875404332365306","0.8637759259768895","1.3045837112835474"
"1547","1.0472081669739315","0.8491493037768773","1.3289856570107597"
"1548","0.9903192690440585","0.9116076741899762","1.0844783612659998"
"1549","1.1273516058921813","1.0365141076701028","1.2473562615258353"
"1550","1.106281527025359","1.031809029834611","1.1784217187336512"
"1551","1.147665513413293","1.036989152431488","1.308372097355979"
"1552","1.132684977565493","0.971757173538208","1.348609243120466"
"1553","1.1986871838569642","1.01082929117339","1.3694013697760445"
"1554","1.1823313670498983","0.9872441334383828","1.3723955367292677"
"1555","1.1457534781524115","0.9473346301487514","1.3839762466294425"
"1556","1.0789216578006744","1.025601591382708","1.134501576423645"
"1557","1.101192785160882","0.9673507383891514","1.345890679529735"
"1558","1.059417197534016","0.9692506449563163","1.3344487718173437"
"1559","1.1666046053171157","0.9754706514733178","1.4787923778806413"
"1560","1.0949059707777842","0.9257475222860064","1.2191733164446694"
"1561","1.1038156773362844","0.8494016357830593","1.4313710246767317"
"1562","1.1133624536650522","1.0115681801523482","1.2534710381712233"
"1563","1.0025080297674451","0.8798933454922268","1.129146886723382"
"1564","1.0344572731426784","0.8736264833382198","1.100869106394904"
"1565","1.011662713118962","0.8922864028385707","1.1722430373941148"
"1566","1.1134300061634608","0.9421110919543675","1.2901843062468938"
"1567","1.1589902469090052","1.0138036821569716","1.207217127084732"
"1568","1.1035912573337554","1.0008655743939536","1.3825480937957764"
"1569","1.1113100171089174","0.9425533669335502","1.306023223059518"
"1570","1.1024727523326874","0.9613351566450936","1.2802865249770028"
"1571","1.1206604685102188","0.9812776574066707","1.4167713012014116"
"1572","1.217203831246921","1.003041691013745","1.457850192274366"
"1573","1.2127015147890363","1.1027413862092155","1.3622367211750575"
"1574","1.1262126096657343","1.0110691360064916","1.3377476249422346"
"1575","1.1709629092897686","0.9131202697753906","1.2811287556375777"
"1576","1.0550653836556845","0.861659824848175","1.218467584678105"
"1577","1.047119426727295","0.9548138507774898","1.123630438532148"
"1578","1.1383861924920764","0.9539244728428977","1.3763064869812556"
"1579","1.1011281490325928","0.9404088812214988","1.1765527597495489"
"1580","1.068881790127073","0.9395311304501125","1.2077190109661646"
"1581","1.108566256080355","0.9807423608643668","1.217875531741551"
"1582","1.1353677170617238","1.0722711767469133","1.2431863929544176"
"1583","1.136601442524365","1.0077420153788157","1.3298954112189156"
"1584","1.0877963432243891","0.9769752153328487","1.2070923362459456"
"1585","1.1257346383162907","0.9233661932604653","1.2307351657322474"
"1586","1.2421304762363434","1.0711342564650945","1.4773016486849104"
"1587","1.0944801781858715","0.9018851731504712","1.199024349451065"
"1588","1.0614596034799304","0.998793248619352","1.1798353961535863"
"1589","1.0623524529593331","0.9835469552448818","1.145886821406228"
"1590","1.077298184803554","0.9406610344137464","1.24650673355375"
"1591","1.0328219192368644","0.7823322670800346","1.2128949505942208"
"1592","1.1332314593451365","1.0424613952636719","1.2638641808714186"
"1593","1.1349434682301114","1.0581830058779036","1.262761584350041"
"1594","1.0490753608090537","0.9016046736921582","1.2188637895243508"
"1595","1.0378793018204826","0.9271169773169926","1.18531248824937"
"1596","1.2309739317212784","0.8739130667277745","1.4550594517162867"
"1597","1.0237866686923163","0.8509751451866967","1.2123544812202454"
"1598","1.099822006906782","0.9397579176085336","1.1939562814576286"
"1599","1.18530433007649","1.0025625399180822","1.4308159904820579"
"1600","1.0510726954255785","0.9212523145335061","1.1470806087766374"
"1601","1.1028338738850185","0.9355320036411285","1.2300720598016466"
"1602","1.0934526860713958","0.9757037205355508","1.211621446268899"
"1603","1.13584354860442","0.9969921154635293","1.3114628110613142"
"1604","1.163529708130019","0.8949237189122609","1.2941491178103857"
"1605","1.1038030079432897","1.030147169317518","1.1780870131083898"
"1606","1.0690960577556066","0.9354341157845089","1.3183812839644296"
"1607","1.124038897241865","0.9692843897002084","1.2498483317238944"
"1608","1.132463754926409","1.0390483694417136","1.3889160454273224"
"1609","1.2271127837044853","1.004790825503213","1.4137116926056998"
"1610","1.0321969947644642","0.8991148471832275","1.1955047334943498"
"1611","1.1313542561871663","0.9598630539008549","1.2834177826132094"
"1612","1.1269022967134206","1.0491707239832198","1.2226148673466273"
"1613","1.0494959592819213","0.9114982911518642","1.3004011980124883"
"1614","1.1007001536233085","0.9342024624347687","1.4591968357563019"
"1615","1.049552009361131","0.8609560834509986","1.251281704221453"
"1616","1.0547201527016505","0.9674574839217323","1.131389353956495"
"1617","1.0915327778884343","0.9285574342523303","1.231517732143402"
"1618","1.1601603550570352","1.026593634060451","1.2969323354107993"
"1619","1.1577360808849335","0.911539592913219","1.3218687985624586"
"1620","1.2003181457519532","1.0403365918568201","1.3024627268314362"
"1621","1.088865097079958","0.9786110605512347","1.1930899662630898"
"1622","1.1226762124470304","0.9999145269393921","1.3059383758476801"
"1623","1.0574404222624643","1.0009889772960119","1.215524630887168"
"1624","1.1638313617025102","1.0177229685442788","1.353761728320803"
"1625","1.215859374829701","1.0224952868052892","1.3678327458245414"
"1626","1.0426334249121803","0.9366929062775203","1.118334514754159"
"1627","1.1117668564830505","0.8655897868531091","1.2493215543883187"
"1628","1.1390466524021967","0.9644227602652141","1.3403678664139338"
"1629","1.141328889983041","0.9097681556429181","1.33828227860587"
"1630","1.2016494648797171","1.1177806087902613","1.280359502349581"
"1631","1.1481959453650883","1.0054435985428947","1.297308930328914"
"1632","1.053671712534768","0.9852680904524667","1.1619903445243835"
"1633","1.1698102372033254","1.0093970213617598","1.3804193479674203"
"1634","1.1268968620470592","1.060427725315094","1.1880537569522858"
"1635","1.2478912327970775","1.1552966322217668","1.424872134413038"
"1636","1.2094905274254935","1.1426055005618505","1.3135531076363154"
"1637","1.124041958791869","0.9673068757568087","1.2895862715584892"
"1638","1.189409524202347","1.0016606407506126","1.4827852078846522"
"1639","1.0942984274455478","0.920902064868382","1.2524656653404236"
"1640","1.2385780104569026","1.108248335974557","1.3652938604354858"
"1641","1.0747434599058967","0.9077339512961251","1.336564029966082"
"1642","1.0879512182303839","1.001943119934627","1.14650183064597"
"1643","1.2111277444022044","1.1205575849328722","1.3506732540471214"
"1644","1.1062473152365002","1.017914320741381","1.3229066559246607"
"1645","1.1513068190642766","1.063439586332866","1.2168867417744227"
"1646","1.0902314467089516","0.9155283996037075","1.383234134742192"
"1647","1.2254379178796495","1.0413843095302582","1.3250317701271601"
"1648","1.1349550004516331","0.9770395095859256","1.412835487297603"
"1649","1.0026993572711944","0.8122409326689584","1.155678629875183"
"1650","1.1053662061691283","0.9817710135664258","1.2034989254815238"
"1651","1.0979120710066386","0.9414034294230598","1.2481212701116289"
"1652","1.0796316232000076","0.9523221594946725","1.1649874448776245"
"1653","1.1566493042877741","0.9747347278254372","1.2757816655295235"
"1654","0.9969476171902247","0.9047761516911643","1.1425503534930093"
"1655","1.0820620340960367","0.8214362987450191","1.2735323650496346"
"1656","1.0923332095146179","0.9974200044359479","1.2569601578371865"
"1657","1.1405340705599103","1.0007839160306113","1.341218616281237"
"1658","1.1009554377623967","0.9082228328500476","1.2781671966825212"
"1659","1.1597704657486507","1.0520379756178175","1.3168370383126395"
"1660","1.1563677983624594","1.1222394023622786","1.2064980481352126"
"1661","1.1084668925830294","0.8770968317985535","1.4390672189848763"
"1662","1.063827862909862","0.94392357979502","1.323699883052281"
"1663","1.1110451553549086","0.830934396811894","1.341080469744546"
"1664","1.0488607900483267","1.012465430157525","1.0853984951972961"
"1665","1.034265520317214","0.9243177196809224","1.22541509781565"
"1666","1.0775946421282632","0.9720746747085026","1.1567978262901306"
"1667","1.1678189788545883","1.040534360068185","1.339020550251007"
"1668","1.1632699395929065","1.0534850571836745","1.3441593902451652"
"1669","1.0973402789660862","0.991468003817967","1.260936907359532"
"1670","0.9750231823750906","0.8196546265057155","1.2545991582529885"
"1671","1.0532790584223612","0.9581836760044098","1.2189641807760512"
"1672","1.0342954192842755","0.8532768700804029","1.3262696138450079"
"1673","0.9988954135349818","0.8673346851553235","1.1694938455309187"
"1674","1.1274020756993974","1.0942130812576838","1.1455719385828291"
"1675","1.11220338003976","0.9302285526479993","1.352691650390625"
"1676","1.0676352969237737","0.8832355439662933","1.1988115395818437"
"1677","1.1716718205383845","0.9850155966622489","1.3234484536307198"
"1678","1.1907050064631872","1.0274466744491033","1.3337256908416748"
"1679","1.1387889657701766","1.0146808453968592","1.262773415872029"
"1680","1.0816137990781238","0.8977733616318021","1.1831083127430506"
"1681","1.097013292142323","1.0544733916010176","1.1250499316624232"
"1682","1.1080962691988263","0.9987400344439915","1.1790936631815774"
"1683","1.0998549052647184","1.0458855756691523","1.1433853379317693"
"1684","1.1967016773564476","1.0811889639922552","1.3234287883554186"
"1685","1.1550723612308502","0.9820279862199511","1.26713793192591"
"1686","1.1015628371919903","0.9166074352605003","1.3181965351104736"
"1687","1.1299542882612774","0.8717443325689861","1.3194866691316878"
"1688","1.1025842858212336","0.9455927269799369","1.3467989989689417"
"1689","1.201618582861764","0.9953518807888031","1.4871347887175423"
"1690","1.13775092789105","1.0040811002254486","1.244370630809239"
"1691","1.1887386441230774","1.042232951947621","1.4613064868109567"
"1692","1.1083111362797873","0.9568791602339063","1.2466037954602922"
"1693","0.9962032232965742","0.9004827993256705","1.1719607966286796"
"1694","1.1760274512427191","1.047846576997212","1.371519067457744"
"1695","1.0565423224653516","0.9486027104513985","1.1940035692283086"
"1696","1.2291738544191635","1.0449072846344538","1.369360395840236"
"1697","1.0800867093460902","0.9136296148811068","1.145856546504157"
"1698","1.0979860944407327","0.9812205944742475","1.1789090973990304"
"1699","1.2169515183993749","0.9621545161519732","1.3501001681600298"
"1700","1.1144736468791963","0.960914820432663","1.2154933767659324"
"1701","1.2147331280367717","1.065955979483468","1.412010473864419"
"1702","1.1002749868801662","0.9004922807216644","1.2949397904532296"
"1703","1.1143365221364159","0.8795833715370723","1.3783418195588248"
"1704","1.2464908259255547","1.1889224776199885","1.280656682593482"
"1705","1.09015822325434","0.9526336491107941","1.2261755509035928"
"1706","1.2231476485729218","1.1192846298217773","1.349578584943499"
"1707","1.053453860964094","0.8634090849331447","1.293570637702942"
"1708","1.1006977149418422","0.9717933876173837","1.2249374176774706"
"1709","1.112674935374941","0.9501686649663108","1.3849348085267204"
"1710","1.0731381067207884","0.9768079391547612","1.2099066887583052"
"1711","1.2010930589267184","1.121924259832927","1.3008496591023035"
"1712","1.037381502560207","0.94552281498909","1.1639406553336553"
"1713","1.1244547035012928","1.006425908633641","1.2276665781225478"
"1714","1.1892755559512547","1.0062424199921745","1.4186904430389404"
"1715","1.0887289085558483","0.9166804509503501","1.340952558176858"
"1716","1.2026763430663518","1.0043500023228782","1.3317749755723136"
"1717","1.1111127265862055","0.84848381791796","1.243865919964654"
"1718","1.1751969277858734","1.0533906817436218","1.3698025941848755"
"1719","1.1200037526232856","1.0142320011343275","1.2151313253811427"
"1720","1.1335810312202999","1.0320552842957633","1.3195638188294"
"1721","1.1879871402467999","1.0616158034120287","1.3688130719321114"
