optimizer,mean,sem
adagrad,26.333333333333332,9.024657580453923
adam,24.333333333333332,0.3333333333333332
adamw,26.333333333333332,6.83942817622773
adamx,13.2,2.0099751242241783
adan,38.0,12.220201853215574
amsgrad,9.666666666666666,0.3333333333333334
lion,35.333333333333336,18.773503787104968
radam,26.333333333333332,10.170764201594906
rmsprop,100.0,0.0
sgd,100.0,0.0
yogi,9.333333333333334,1.2018504251546631
