"Step","stellar-dawn-522 - train_loss","stellar-dawn-522 - train_loss__MIN","stellar-dawn-522 - train_loss__MAX"
"64906","0.06541238226415709","0.06541238226415709","0.06541238226415709"
"65688","0.06487022509888919","0.06487022509888919","0.06487022509888919"
"66470","0.0637416379797794","0.0637416379797794","0.0637416379797794"
"67252","0.062310586604849456","0.062310586604849456","0.062310586604849456"
"68034","0.06118293571502656","0.06118293571502656","0.06118293571502656"
"68816","0.06014562487278296","0.06014562487278296","0.06014562487278296"
"69598","0.059011520694017106","0.059011520694017106","0.059011520694017106"
"70380","0.058412883425955575","0.058412883425955575","0.058412883425955575"
"71162","0.0571247471682251","0.0571247471682251","0.0571247471682251"
"71944","0.05595387679422298","0.05595387679422298","0.05595387679422298"
"72726","0.0554807858679758","0.0554807858679758","0.0554807858679758"
"73508","0.054443625480775026","0.054443625480775026","0.054443625480775026"
"74290","0.05369089848226141","0.05369089848226141","0.05369089848226141"
"75072","0.05264420411013581","0.05264420411013581","0.05264420411013581"
"75854","0.05226643422566107","0.05226643422566107","0.05226643422566107"
"76636","0.05129702081498892","0.05129702081498892","0.05129702081498892"
